city,admin_name,capital,population
"Yugawara, Japan",Kanagawa,,23480.0
"Yugorsk, Russia",Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,38238.0
"Yuhuan, China",Zhejiang,,616346.0
"Yui, Japan",Shizuoka,,9085.0
"Yukarikaraman, Turkey",Antalya,,608675.0
"Yuki, Japan",Ibaraki,,50218.0
"Yukon, United States",Oklahoma,,24802.0
"Yuksekova, Turkey",Hakkâri,minor,84800.0
"Yukuhashi, Japan",Fukuoka,,72376.0
"Yulara, Australia",Northern Territory,,853.0
"Yulee, United States",Florida,,15521.0
"Yuli, China",Xinjiang,minor,22474.0
"Yuli, Taiwan",Hualien,,22305.0
"Yulin, China",Guangxi,minor,5796766.0
"Yulinshi, China",Shaanxi,,3624750.0
"Yulu, China",Guangdong,,117110.0
"Yuma, United States",Arizona,,144509.0
"Yumbe, Uganda",Yumbe,admin,47600.0
"Yumbel, Chile",Biobío,,20034.0
"Yumbo, Colombia",Valle del Cauca,minor,95072.0
"Yumurtalik, Turkey",Adana,minor,17654.0
"Yunak, Turkey",Konya,minor,20991.0
"Yuncheng, China",Shanxi,,4774508.0
"Yuncos, Spain",Castille-La Mancha,,10813.0
"Yunfu, China",Guangdong,minor,2383350.0
"Yungay, Chile",Ñuble,,10884.0
"Yunnanyi, China",Yunnan,,68858.0
"Yunoshima, Japan",Gifu,,30641.0
"Yunshan, China",Gansu,,16220.0
"Yunxian Chengguanzhen, China",Hubei,minor,133558.0
"Yunzhong, China",Shanxi,minor,326849.0
"Yupiltepeque, Guatemala",Jutiapa,minor,18262.0
"Yuquan, China",Shanxi,minor,67449.0
"Yur'yev-Pol'skiy, Russia",Vladimirskaya Oblast’,minor,17276.0
"Yuregir, Turkey",Adana,minor,399910.0
"Yurga, Russia",Kemerovskaya Oblast’,,46556.0
"Yurihama, Japan",Tottori,,15972.0
"Yurihonjo, Japan",Akita,,73840.0
"Yurimaguas, Peru",Loreto,,62903.0
"Yuriria, Mexico",Guanajuato,minor,68741.0
"Yuryevets, Russia",Ivanovskaya Oblast’,minor,9300.0
"Yuscaran, Honduras",El Paraíso,admin,14144.0
"Yushan, China",Jiangsu,minor,1652159.0
"Yushu, China",Jilin,minor,836098.0
"Yutan, China",Hunan,minor,1263332.0
"Yutiancun, China",Fujian,,43358.0
"Yutz, France",Grand Est,,17497.0
"Yuvileine, Ukraine",Luhanska Oblast,,16311.0
"Yuxi, China",Yunnan,minor,2249502.0
"Yuxiaguan, China",Shanxi,,11866.0
"Yuyao, China",Zhejiang,,1095000.0
"Yuza, Japan",Yamagata,,12895.0
"Yuzawa, Japan",Akita,,41601.0
"Yuzhang, China",Guizhou,,24934.0
"Yuzhne, Ukraine",Odeska Oblast,,32677.0
"Yuzhno-Sakhalinsk, Russia",Sakhalinskaya Oblast’,admin,180085.0
"Yuzhno-Sukhokumsk, Russia",Dagestan,,10503.0
"Yuzhnoukrainsk, Ukraine",Mykolaivska Oblast,minor,38560.0
"Yuzhnouralsk, Russia",Chelyabinskaya Oblast’,minor,37313.0
"Yverdon-les-Bains, Switzerland",Vaud,minor,30157.0
"Yvetot, France",Normandie,,11548.0
"Yvoir, Belgium",Wallonia,,9163.0
"Yzeure, France",Auvergne-Rhône-Alpes,,12670.0
"Za'roura, Morocco",Tanger-Tétouan-Al Hoceïma,,8615.0
"Zaandam, Netherlands",Noord-Holland,minor,78682.0
"Zaandijk, Netherlands",Noord-Holland,,8600.0
"Zaanstad, Netherlands",Noord-Holland,,156901.0
"Zabalj, Serbia",Žabalj,admin,9161.0
"Zabari, Serbia",Žabari,admin,
"Zabaykalsk, Russia",Zabaykal’skiy Kray,minor,13154.0
"Zabbar, Malta",Żabbar,admin,15404.0
"Zabid, Yemen",Al Ḩudaydah,minor,50781.0
"Zabki, Poland",Mazowieckie,,43740.0
"Zabkowice Slaskie, Poland",Dolnośląskie,minor,14578.0
"Zabljak, Montenegro",Žabljak,admin,1937.0
"Zabok, Croatia",Krapinsko-Zagorska Županija,minor,8656.0
"Zabol, Iran",Sīstān va Balūchestān,minor,134950.0
"Zaboli, Iran",Sīstān va Balūchestān,minor,12245.0
"Zabrat, Azerbaijan",Bakı,,22497.0
"Zabre, Burkina Faso",Centre-Est,,21726.0
"Zabreh, Czechia",Olomoucký Kraj,,13444.0
"Zabrze, Poland",Śląskie,minor,158307.0
"Zacapa, Guatemala",Zacapa,admin,66423.0
"Zacapoaxtla, Mexico",Puebla,,9149.0
"Zacatecas, Mexico",Zacatecas,admin,149607.0
"Zacatecoluca, El Salvador",La Paz,admin,75100.0
"Zacatelco, Mexico",Tlaxcala,minor,38654.0
"Zacatepec, Mexico",Morelos,minor,36159.0
"Zacatlan, Mexico",Puebla,minor,33736.0
"Zacharo, Greece",Dytikí Elláda,minor,8654.0
"Zachary, United States",Louisiana,,19637.0
"Zacoalco de Torres, Mexico",Jalisco,minor,28205.0
"Zacualpa, Guatemala",Quiché,minor,40003.0
"Zacualpan de Amilpas, Mexico",Morelos,minor,9370.0
"Zacualpan, Mexico",México,minor,15121.0
"Zacualtipan, Mexico",Hidalgo,,38155.0
"Zadar, Croatia",Zadarska Županija,admin,70779.0
"Zafarabad, India",Uttar Pradesh,,10792.0
"Zafargarh, India",Andhra Pradesh,,9698.0
"Zafarwal, Pakistan",Punjab,,134275.0
"Zafferana Etnea, Italy",Sicilia,,9324.0
"Zafra, Spain",Extremadura,,16711.0
"Zagan, Poland",Lubuskie,minor,24424.0
"Zagarolo, Italy",Lazio,,18483.0
"Zaggota, Morocco",Rabat-Salé-Kénitra,,9228.0
"Zaghouan, Tunisia",Zaghouan,admin,22637.0
"Zagnanado, Benin",Zou,,132401.0
"Zagora, Morocco",Drâa-Tafilalet,,26174.0
"Zagorje, Slovenia",Zagorje ob Savi,admin,6023.0
"Zagreb, Croatia","Zagreb, Grad",primary,767131.0
"Zagubica, Serbia",Žagubica,admin,
"Zahana, Algeria",Oran,,18839.0
"Zahed Shahr, Iran",Fārs,,9719.0
"Zahedan, Iran",Sīstān va Balūchestān,admin,587730.0
"Zahirabad, India",Andhra Pradesh,,58857.0
"Zahle, Lebanon",Béqaa,admin,100000.0
"Zaidpur, India",Uttar Pradesh,,34443.0
"Zainsk, Russia",Tatarstan,,40366.0
"Zaio, Morocco",Oriental,,36766.0
"Zajecar, Serbia",Zaječar,admin,48621.0
"Zakamensk, Russia",Buryatiya,,10193.0
"Zakhu, Iraq",Dahūk,minor,197000.0
"Zakiyah, Syria",Rīf Dimashq,,18553.0
"Zakopane, Poland",Małopolskie,minor,25770.0
"Zakynthos, Greece",Ionía Nísia,minor,41180.0
"Zaladanki, India",Andhra Pradesh,,12471.0
"Zalaegerszeg, Hungary",Zala,admin,55152.0
"Zalantun, China",Inner Mongolia,minor,318933.0
"Zalau, Romania",Sălaj,admin,52359.0
"Zalec, Slovenia",Žalec,admin,5004.0
"Zaleze, Poland",Śląskie,,10185.0
"Zalingei, Sudan",Central Darfur,admin,27258.0
"Zaliohouan, Côte d’Ivoire",Sassandra-Marahoué,,20867.0
"Zalishchyky, Ukraine",Ternopilska Oblast,minor,8928.0
"Zaltan, Libya",An Nuqāţ al Khams,,17700.0
"Zaltbommel, Netherlands",Gelderland,minor,29447.0
"Zalun, Burma",Ayeyarwady,,21947.0
"Zama, Japan",Kanagawa,,130753.0
"Zamalka, Syria",Rīf Dimashq,,44661.0
"Zamania, India",Uttar Pradesh,,33253.0
"Zambezi, Zambia",North-Western,,7074.0
"Zamboanga City, Philippines",Zamboanga,admin,2100000.0
"Zamboanguita, Philippines",Negros Oriental,,29569.0
"Zambrano, Colombia",Bolívar,minor,11367.0
"Zambrow, Poland",Podlaskie,minor,21351.0
"Zamora, Ecuador",Zamora-Chinchipe,admin,17584.0
"Zamora, Mexico",Michoacán,,207860.0
"Zamora, Spain",Castille-Leon,minor,59506.0
"Zamosc, Poland",Lubelskie,minor,60148.0
"Zanandore, Burundi",Karuzi,,27867.0
"Zandhoven, Belgium",Flanders,,12985.0
"Zandvoort, Netherlands",Noord-Holland,minor,17168.0
"Zanesville, United States",Ohio,,24726.0
"Zangareddigudem, India",Andhra Pradesh,,51507.0
"Zango, Nigeria",Katsina,minor,154743.0
"Zanhuang, China",Hebei,minor,66255.0
"Zanica, Italy",Lombardy,,8686.0
"Zaniena, Mali",Sikasso,,10038.0
"Zanjan, Iran",Zanjān,admin,386851.0
"Zantiebougou, Mali",Sikasso,,21666.0
"Zanzibar, Tanzania",Zanzibar Urban/West,admin,219007.0
"Zao, Japan",Miyagi,,11790.0
"Zaojiao, China",Gansu,,32260.0
"Zaoqiao, Taiwan",Miaoli,,11639.0
"Zaouia Ait Ishak, Morocco",Béni Mellal-Khénifra,,17847.0
"Zaouiat Moulay Bouchta El Khammar, Morocco",Fès-Meknès,,12554.0
"Zaouiet Kounta, Algeria",Adrar,,14531.0
"Zaouiet Says, Morocco",Casablanca-Settat,,11730.0
"Zaouiet Sousse, Tunisia",Sousse,,20681.0
"Zaoyang, China",Hubei,,888794.0
"Zaozernyy, Russia",Krasnoyarskiy Kray,minor,9954.0
"Zaozhuang, China",Shandong,,3729140.0
"Zapala, Argentina",Neuquén,minor,40472.0
"Zapatoca, Colombia",Santander,minor,8762.0
"Zapopan, Mexico",Jalisco,minor,1476491.0
"Zaporizhzhia, Ukraine",Zaporizka Oblast,admin,710052.0
"Zapote, Costa Rica",San José,,18679.0
"Zapotiltic, Mexico",Jalisco,minor,33713.0
"Zapotitlan, Guatemala",Jutiapa,minor,10573.0
"Zapotlan de Juarez, Mexico",Hidalgo,minor,16493.0
"Zapotlan del Rey, Mexico",Jalisco,minor,17893.0
"Zapotlanejo, Mexico",Jalisco,minor,68519.0
"Zapresic, Croatia",Zagrebačka Županija,minor,24133.0
"Zaqatala, Azerbaijan",Zaqatala,admin,31300.0
"Zara, Turkey",Sivas,minor,11636.0
"Zarach, Iran",Yazd,,11691.0
"Zarafshon Shahri, Uzbekistan",Navoiy,,85100.0
"Zaragoza, Colombia",Antioquia,minor,24067.0
"Zaragoza, El Salvador",La Libertad,,29679.0
"Zaragoza, Guatemala",Chimaltenango,minor,29668.0
"Zaragoza, Mexico",Coahuila,minor,11150.0
"Zaragoza, Philippines",Nueva Ecija,,53090.0
"Zaragoza, Spain",Aragon,admin,686986.0
"Zarah Sharan, Afghanistan",Paktīkā,,15651.0
"Zarand, Iran",Kermān,minor,57749.0
"Zaranj, Afghanistan",Nīmrōz,admin,160902.0
"Zarasai, Lithuania",Zarasai,admin,5942.0
"Zarate, Argentina",Buenos Aires,minor,109443.0
"Zarautz, Spain",Basque Country,,23370.0
"Zaraza, Venezuela",Guárico,minor,58200.0
"Zarbdor Shaharchasi, Uzbekistan",Jizzax,minor,9110.0
"Zardab, Azerbaijan",Zərdab,admin,8450.0
"Zarechnyy, Russia",Penzenskaya Oblast’,,58753.0
"Zargar, Tajikistan",Khatlon,,49235.0
"Zarghun Shahr, Afghanistan",Paktīkā,,13737.0
"Zaria, Nigeria",Kaduna,minor,408198.0
"Zarinsk, Russia",Altayskiy Kray,,41272.0
"Zarnesti, Romania",Braşov,,21624.0
"Zarqan, Iran",Fārs,,32261.0
"Zarraga, Philippines",Iloilo,,27305.0
"Zarrin Shahr, Iran",Eşfahān,minor,55817.0
"Zaruma, Ecuador",El Oro,minor,10005.0
"Zarumilla, Peru",Tumbes,,16971.0
"Zary, Poland",Lubuskie,minor,36004.0
"Zarzal, Colombia",Valle del Cauca,minor,47062.0
"Zarzis, Tunisia",Médenine,,78766.0
"Zasechnoye, Russia",Penzenskaya Oblast’,,26878.0
"Zaslawye, Belarus",Minskaya Voblasts’,,17404.0
"Zastron, South Africa",Free State,,15607.0
"Zatec, Czechia",Ústecký Kraj,,19046.0
"Zaventem, Belgium",Flanders,,35184.0
"Zavitinsk, Russia",Amurskaya Oblast’,minor,9253.0
"Zavodoukovsk, Russia",Tyumenskaya Oblast’,minor,27100.0
"Zavolzhsk, Russia",Ivanovskaya Oblast’,minor,8896.0
"Zavolzhye, Russia",Nizhegorodskaya Oblast’,,36763.0
"Zavora, Mozambique",Inhambane,,10000.0
"Zavrc, Slovenia",Zavrč,admin,
"Zavyalovo, Russia",Udmurtiya,minor,11066.0
"Zawal, India",Rājasthān,,10293.0
"Zawiat Moulay Brahim, Morocco",Marrakech-Safi,,8698.0
"Zawiercie, Poland",Śląskie,minor,47689.0
"Zawiyat Razin, Egypt",Al Minūfīyah,,19898.0
"Zawodzie, Poland",Śląskie,,13406.0
"Zawyat Ahancal, Morocco",Béni Mellal-Khénifra,,11260.0
"Zawyat Sidi Ben Hamdoun, Morocco",Casablanca-Settat,,9315.0
"Zawyat Sidi al Mekki, Morocco",Casablanca-Settat,,9476.0
"Zawyat an Nwacer, Morocco",Casablanca-Settat,,36326.0
"Zawyat ech Cheikh, Morocco",Béni Mellal-Khénifra,,25088.0
"Zayda, Morocco",Drâa-Tafilalet,,14454.0
"Zaysan, Kazakhstan",East Kazakhstan,minor,14389.0
"Zazafotsy, Madagascar",Fianarantsoa,,14062.0
"Zbarazh, Ukraine",Ternopilska Oblast,,13346.0
"Zd'ar nad Sazavou, Czechia",Vysočina,,20525.0
"Zdolbuniv, Ukraine",Rivnenska Oblast,,24501.0
"Zdunska Wola, Poland",Łódzkie,minor,22904.0
"Zdzieszowice, Poland",Opolskie,,10380.0
"Zebala, Mali",Sikasso,,17278.0
"Zebbug, Malta",Żebbuġ,admin,11903.0
"Zebediela, South Africa",Limpopo,,448000.0
"Zeboudja, Algeria",Chlef,,26539.0
"Zedelgem, Belgium",Flanders,,22635.0
"Zeerust, South Africa",North West,,9093.0
"Zeewolde, Netherlands",Flevoland,minor,22879.0
"Zefat, Israel",Northern,,35700.0
"Zefyri, Greece",Attikí,,9901.0
"Zeghanghane, Morocco",Oriental,,31431.0
"Zegoua, Mali",Sikasso,,230360.0
"Zegzel, Morocco",Oriental,,23846.0
"Zehak, Iran",Sīstān va Balūchestān,minor,13357.0
"Zehdenick, Germany",Brandenburg,,13267.0
"Zeist, Netherlands",Utrecht,minor,65043.0
"Zeitz, Germany",Saxony-Anhalt,,28345.0
"Zejtun, Malta",Żejtun,admin,11508.0
"Zele, Belgium",Flanders,,20976.0
"Zelenikovo, North Macedonia",Zelenikovo,admin,272.0
"Zelenodol'sk, Russia",Tatarstan,,98888.0
"Zelenodolsk, Ukraine",Dnipropetrovska Oblast,,12692.0
"Zelenogorsk, Russia",Krasnoyarskiy Kray,minor,54279.0
"Zelenogradsk, Russia",Kaliningradskaya Oblast’,minor,17133.0
"Zelenokumsk, Russia",Stavropol’skiy Kray,minor,10279.0
"Zelezniki, Slovenia",Železniki,admin,3069.0
"Zelfana, Algeria",Ghardaïa,,10161.0
"Zelino, North Macedonia",Želino,admin,105.0
"Zell am See, Austria",Salzburg,minor,9762.0
"Zella-Mehlis, Germany",Thuringia,,12445.0
"Zelzate, Belgium",Flanders,,12699.0
"Zemamra, Morocco",Casablanca-Settat,,11896.0
"Zemio, Central African Republic",Haut-Mbomou,,20000.0
"Zemlya Bunge, Russia",Sakha (Yakutiya),,10.0
"Zemmouri, Algeria",Boumerdes,,26408.0
"Zemoura, Algeria",Relizane,,30027.0
"Zempoala, Mexico",Hidalgo,minor,57906.0
"Zemrane, Morocco",Marrakech-Safi,,15996.0
"Zemst, Belgium",Flanders,,23325.0
"Zemun, Serbia",Beograd,minor,161596.0
"Zengcun, China",Hebei,,58339.0
"Zengjia Taizi, China",Shaanxi,,9708.0
"Zengjiaba, China",Shaanxi,,9708.0
"Zengqiao, China",Hunan,,61872.0
"Zenica, Bosnia and Herzegovina","Bosnia and Herzegovina, Federation of",minor,70553.0
"Zentsujicho, Japan",Kagawa,,31620.0
"Zepce, Bosnia and Herzegovina","Bosnia and Herzegovina, Federation of",minor,31582.0
"Zephyrhills, United States",Florida,,18471.0
"Zequ, China",Qinghai,minor,16666.0
"Zerakpur, India",Punjab,,95553.0
"Zeralda, Algeria",Tipaza,,51552.0
"Zerbst, Germany",Saxony-Anhalt,,21483.0
"Zerizer, Algeria",El Tarf,,10105.0
"Zernograd, Russia",Rostovskaya Oblast’,minor,24076.0
"Zero Branco, Italy",Veneto,,11592.0
"Zerong, China",Guizhou,,19186.0
"Zest'aponi, Georgia",Imereti,minor,20548.0
"Zetale, Slovenia",Žetale,admin,
"Zetang, China",Tibet,,382610.0
"Zetel, Germany",Lower Saxony,,12318.0
"Zeulenroda, Germany",Thuringia,,16021.0
"Zeuthen, Germany",Brandenburg,,11578.0
"Zeven, Germany",Lower Saxony,,14376.0
"Zevenaar, Netherlands",Gelderland,minor,44096.0
"Zevenbergen, Netherlands",Noord-Brabant,minor,15859.0
"Zevio, Italy",Veneto,,15579.0
"Zeya, Russia",Amurskaya Oblast’,,1714.0
"Zeydabad, Iran",Kermān,,9112.0
"Zgharta, Lebanon",Liban-Nord,minor,30000.0
"Zgierz, Poland",Łódzkie,minor,55079.0
"Zgornja Hajdina, Slovenia",Hajdina,admin,804.0
"Zgornja Kungota, Slovenia",Kungota,admin,1594.0
"Zgornje Gorje, Slovenia",Gorje,admin,532.0
"Zgornje Jezersko, Slovenia",Jezersko,admin,558.0
"Zgorzelec, Poland",Dolnośląskie,minor,29966.0
"Zhabinka, Belarus",Brestskaya Voblasts’,minor,14418.0
"Zhaicun, China",Guangdong,,26254.0
"Zhailuo, China",Guizhou,,28463.0
"Zhaitangcun, China",Guangdong,,33876.0
"Zhaltyr, Kazakhstan",Aqmola,,694.0
"Zhamog, China",Tibet,minor,11000.0
"Zhangaozen, Kazakhstan",Mangghystaū,,147962.0
"Zhangatas, Kazakhstan",Zhambyl,minor,20731.0
"Zhangbei, China",Hebei,minor,129338.0
"Zhangcun, China",Hebei,,42911.0
"Zhanggu, China",Sichuan,minor,70000.0
"Zhangjiajie, China",Hunan,minor,1517027.0
"Zhangjiakou Shi Xuanhua Qu, China",Hebei,minor,409745.0
"Zhangjiakou, China",Hebei,minor,4118908.0
"Zhangjiazhuang, China",Hebei,,52604.0
"Zhangjiazhuangcun, China",Hebei,,52604.0
"Zhangliangcun, China",Shanxi,,43151.0
"Zhangmu Touwei, China",Guangdong,,132816.0
"Zhangping, China",Fujian,minor,242000.0
"Zhangshanying, China",Beijing,,24259.0
"Zhangshicun, China",Guangdong,,18436.0
"Zhangshu, China",Jiangxi,,485649.0
"Zhangye, China",Gansu,minor,1131016.0
"Zhangzhengqiao, China",Ningxia,,34256.0
"Zhangzhou, China",Fujian,minor,5054328.0
"Zhangziying, China",Beijing,,34588.0
"Zhanibek, Kazakhstan",West Kazakhstan,minor,7460.0
"Zhanjia, China",Shaanxi,,32667.0
"Zhanjiang, China",Guangdong,minor,6981236.0
"Zhanlicun, China",Guangdong,,161439.0
"Zhaodong, China",Heilongjiang,minor,666532.0
"Zhaoling, China",Hunan,,23000.0
"Zhaoqing, China",Guangdong,minor,4113594.0
"Zhaotong, China",Yunnan,,5092611.0
"Zhaoxiang, China",Shanghai,,143350.0
"Zhaoyu, China",Shanxi,minor,31685.0
"Zhaozhou, China",Hebei,minor,127545.0
"Zharkent, Kazakhstan",Zhetisū,minor,42617.0
"Zhashkiv, Ukraine",Cherkaska Oblast,,13242.0
"Zhatay, Russia",Sakha (Yakutiya),minor,11772.0
"Zhaxi, China",Yunnan,minor,144259.0
"Zhdanivka, Ukraine",Donetska Oblast,,11867.0
"Zhedao, China",Yunnan,minor,30246.0
"Zhegaozhen, China",Anhui,,34000.0
"Zheleznogorsk, Russia",Kurskaya Oblast’,minor,97038.0
"Zheleznogorsk-Ilimskiy, Russia",Irkutskaya Oblast’,minor,2000.0
"Zhemgang, Bhutan",Zhemgang,admin,2332.0
"Zhenbeibu, China",Ningxia,,24706.0
"Zhengding, China",Hebei,minor,158599.0
"Zhengdong, China",Yunnan,,11963.0
"Zhengjiatun, China",Jilin,minor,317758.0
"Zhengtun, China",Guizhou,,22400.0
"Zhengzhou, China",Henan,admin,5621593.0
"Zhenjiang, China",Jiangsu,minor,3113384.0
"Zhentang, China",Guangdong,,35616.0
"Zhenzhou, China",Jiangsu,minor,560258.0
"Zhetibay, Kazakhstan",Mangghystaū,,11731.0
"Zhetigen, Kazakhstan",Almaty,,20418.0
"Zhetisay, Kazakhstan",Türkistan,minor,36494.0
"Zhexiang, China",Yunnan,,49000.0
"Zhezqazghan, Kazakhstan",Ulytaū,admin,90661.0
"Zhigansk, Russia",Sakha (Yakutiya),minor,3382.0
"Zhigulevsk, Russia",Samarskaya Oblast’,,48564.0
"Zhihe, China",Shanxi,minor,26218.0
"Zhijiang, China",Hubei,,408487.0
"Zhilinda, Russia",Sakha (Yakutiya),,709.0
"Zhipingxiang, China",Gansu,,13929.0
"Zhirnovsk, Russia",Volgogradskaya Oblast’,minor,15555.0
"Zhitiqara, Kazakhstan",Qostanay,minor,34880.0
"Zhlobin, Belarus",Homyel’skaya Voblasts’,minor,76844.0
"Zhmerynka, Ukraine",Vinnytska Oblast,minor,33754.0
"Zhob, Pakistan",Balochistan,minor,46164.0
"Zholymbet, Kazakhstan",Aqmola,,6876.0
"Zhongba, China",Sichuan,minor,731343.0
"Zhongbai, China",Guizhou,,39893.0
"Zhongbu, Taiwan",Chiayi,,43275.0
"Zhongcheng, China",Yunnan,minor,77514.0
"Zhongcun, China",Gansu,,25372.0
"Zhongdong Shequ, China",Guangxi,,38000.0
"Zhongguancun, China",Hebei,,9375.0
"Zhongguyue, China",Hebei,,17610.0
"Zhonghechang, China",Guizhou,,28745.0
"Zhongli, Taiwan",Taoyuan,,
"Zhongliao, Taiwan",Nantou,,13774.0
"Zhongling, China",Guizhou,,12845.0
"Zhongnan, China",Hainan,,26886.0
"Zhongshan, China",Guangdong,minor,2909633.0
"Zhongshu, China",Guizhou,,655300.0
"Zhongtai, China",Gansu,,28578.0
"Zhongtanying, China",Beijing,,47206.0
"Zhongwangzhuang, China",Hebei,,29079.0
"Zhongwei, China",Ningxia,minor,1046000.0
"Zhongxiang, China",Hubei,,868897.0
"Zhongzai, China",Guizhou,,16379.0
"Zhongzhai, China",Guizhou,,46267.0
"Zhosaly, Kazakhstan",Qyzylorda,minor,18563.0
"Zhoujia, China",Gansu,,17484.0
"Zhoujiajing, China",Jiangsu,,94067.0
"Zhoukou, China",Henan,minor,8677800.0
"Zhoushan, China",Zhejiang,minor,882932.0
"Zhovkva, Ukraine",Lvivska Oblast,,13852.0
"Zhovti Vody, Ukraine",Dnipropetrovska Oblast,,42052.0
"Zhuanghe, China",Liaoning,,742496.0
"Zhuangwei, Taiwan",Yilan,,24433.0
"Zhuangyuan, China",Shandong,minor,435405.0
"Zhubei, Taiwan",Hsinchu,admin,212695.0
"Zhuchangba, China",Guizhou,,24281.0
"Zhudong, Taiwan",Hsinchu,,96518.0
"Zhufeng, China",Shandong,,1078178.0
"Zhugang, China",Zhejiang,minor,392800.0
"Zhuhai, China",Guangdong,minor,2439585.0
"Zhuji, China",Zhejiang,minor,1157938.0
"Zhujiacun, China",Yunnan,minor,41961.0
"Zhujiagua, China",Shaanxi,,8507.0
"Zhujiezhen, China",Yunnan,,34712.0
"Zhukovka, Russia",Bryanskaya Oblast’,minor,17628.0
"Zhukovo, Russia",Kaluzhskaya Oblast’,minor,15656.0
"Zhukovskiy, Russia",Moskovskaya Oblast’,minor,110083.0
"Zhumadian, China",Henan,,7008427.0
"Zhunan, Taiwan",Miaoli,,89420.0
"Zhuolan, Taiwan",Miaoli,,15505.0
"Zhuolu, China",Hebei,minor,72538.0
"Zhuozhou, China",Hebei,minor,603535.0
"Zhuqi, Taiwan",Chiayi,,33906.0
"Zhur, Kosovo",Prizren,,8927.0
"Zhushan, Taiwan",Nantou,,51800.0
"Zhutailing, China",Hunan,,25700.0
"Zhutang, Taiwan",Changhua,,14343.0
"Zhutian, Taiwan",Pingtung,,15757.0
"Zhuzhou, China",Hunan,minor,3902738.0
"Zhydachiv, Ukraine",Lvivska Oblast,minor,10353.0
"Zhytkavichy, Belarus",Homyel’skaya Voblasts’,minor,15950.0
"Zhytomyr, Ukraine",Zhytomyrska Oblast,admin,261624.0
"Ziama Mansouria, Algeria",Bejaïa,,12642.0
"Ziar nad Hronom, Slovakia",Banská Bystrica,minor,16879.0
"Ziarat, Pakistan",Balochistan,minor,160422.0
"Zibo, China",Shandong,,2631647.0
"Zielona Gora, Poland",Lubuskie,admin,216781.0
"Zielonka, Poland",Mazowieckie,,18219.0
"Zierikzee, Netherlands",Zeeland,minor,11360.0
"Zifta, Egypt",Al Gharbīyah,,93740.0
"Zighout Youcef, Algeria",Constantine,,28764.0
"Zigon, Burma",Bago,,67523.0
"Zigong, China",Sichuan,,2489256.0
"Ziguinchor, Senegal",Ziguinchor,admin,69646.0
"Zihuatanejo, Mexico",Guerrero,minor,67408.0
"Zijinglu, China",Henan,minor,785242.0
"Ziketan, China",Qinghai,minor,10000.0
"Zile, Turkey",Tokat,minor,33557.0
"Zilina, Slovakia",Žilina,admin,82656.0
"Zillah, Libya",Al Jufrah,,10.0
"Zima, Russia",Irkutskaya Oblast’,minor,13200.0
"Zimapan, Mexico",Hidalgo,,39927.0
"Zimatlan de Alvarez, Mexico",Oaxaca,minor,19849.0
"Zimna Voda, Ukraine",Lvivska Oblast,,11306.0
"Zimnicea, Romania",Teleorman,,12589.0
"Zinacantepec, Mexico",México,minor,136167.0
"Zinapecuaro, Mexico",Michoacán,minor,16905.0
"Zinder, Niger",Zinder,admin,235605.0
"Ziniare, Burkina Faso",Plateau-Central,admin,33296.0
"Zinjibar, Yemen",Abyan,admin,19879.0
"Zinkiv, Ukraine",Poltavska Oblast,,9168.0
"Zinvie, Benin",Atlantique,,18157.0
"Zinzana, Mali",Ségou,,36440.0
"Zion, United States",Illinois,,24466.0
"Zionsville, United States",Indiana,,31442.0
"Zipaquira, Colombia",Cundinamarca,minor,196409.0
"Zira, Azerbaijan",Bakı,,11053.0
"Zira, India",Punjab,,36732.0
"Ziracuaretiro, Mexico",Michoacán,,17394.0
"Zirapur, India",Madhya Pradesh,,22205.0
"Zirara, Morocco",Casablanca-Settat,,16829.0
"Ziri, Slovenia",Žiri,admin,3657.0
"Zirndorf, Germany",Bavaria,,26257.0
"Ziro, India",Arunāchal Pradesh,,12806.0
"Zitiste, Serbia",Žitište,admin,13412.0
"Zitorada, Serbia",Žitorađa,admin,16368.0
"Zittau, Germany",Saxony,,24710.0
"Zivinice, Bosnia and Herzegovina","Bosnia and Herzegovina, Federation of",minor,57765.0
"Ziyodin Shaharchasi, Uzbekistan",Samarqand,minor,11610.0
"Zlate Moravce, Slovakia",Nitra,minor,11946.0
"Zlatoust, Russia",Chelyabinskaya Oblast’,minor,158597.0
"Zlin, Czechia",Zlínský Kraj,admin,74255.0
"Zlocieniec, Poland",Zachodniopomorskie,,12373.0
"Zlotoryja, Poland",Dolnośląskie,minor,14656.0
"Zlotow, Poland",Wielkopolskie,minor,18768.0
"Zmeinogorsk, Russia",Altayskiy Kray,,7400.0
"Zmiiv, Ukraine",Kharkivska Oblast,,13737.0
"Znamensk, Russia",Astrakhanskaya Oblast’,,24628.0
"Znamianka, Ukraine",Kirovohradska Oblast,minor,21221.0
"Znin, Poland",Kujawsko-Pomorskie,minor,13268.0
"Znojmo, Czechia",Jihomoravský Kraj,,34160.0
"Zoersel, Belgium",Flanders,,21739.0
"Zoetermeer, Netherlands",Zuid-Holland,minor,125267.0
"Zoeterwoude, Netherlands",Zuid-Holland,minor,8843.0
"Zofingen, Switzerland",Aargau,,11655.0
"Zogbodome, Benin",Zou,,72338.0
"Zogno, Italy",Lombardy,,8539.0
"Zografos, Greece",Attikí,minor,69874.0
"Zola Predosa, Italy",Emilia-Romagna,,19207.0
"Zollikon, Switzerland",Zürich,,13367.0
